iter	MultiClass
213	0.04771221606
214	0.04738822793
215	0.04705549438
216	0.04686180106
217	0.04658739122
218	0.04643585539
219	0.04621788121
220	0.04596264905
221	0.0456273754
222	0.0453340503
223	0.04510246178
224	0.04496127216
225	0.04470541543
226	0.04432385501
227	0.04404160911
228	0.04379981504
229	0.04351487042
230	0.04341394721
231	0.04326617269
232	0.04313706569
233	0.04298091748
234	0.04278342632
235	0.04258237948
236	0.04237801895
237	0.04208328438
238	0.04184319052
239	0.04165239	0.0240	0.04135240	0.0241	0.04114241	0.0242	0.04095242	0.0243	0.0407243	0.03244	0.0406244	0.03245	0.0404245	0.03246	0.0401246	0.03247	0.0399247	0.03248	0.0397248	0.03249	0.0396249	0.03250	0.0395250	0.03251	0.0392251	0.03252	0.0390252	0.03253	0.0388253	0.03254	0.0387254	0.03255	0.0385255	0.03256	0.0383256	0.03257	0.0381257	0.03258	0.0380258	0.03259	0.0378259	0.03260	0.0375260	0.03261	0.0372261	0.03262	0.0371262	0.03263	0.0369263	0.03264	0.0368264	0.03265	0.0367265	0.03266	0.0365266	0.03267	0.0362267	0.03268	0.0360268	0.0269	0.03593269	0.0270	0.03585270	0.0271	0.03574271	0.0272	0.03555272	0.273	0.035372273	0.274	0.0352274	0.03275	0.0350275	0.03276	0.0349276	0.03277	0.0347277	0.03278	0.0345278	0.02279	0.0344279	0.02966213357
280	0.02281	0.0340281	0.02282	0.0339282	0.02283	0.0337283	0.02284	0.0335284	0.02285	0.0334285	0.02286	0.0332286	0.02287	0.0331287	0.02288	0.0329288	0.02289	0.0328289	0.290	0.032717290	0.291	0.032596291	0.292	0.03251292	0.0293	0.03235293	0.294	0.032241294	0.295	0.032113295	0.02781657952
296	0.02769124946
297	0.02760984586
298	0.02744391776
299	0.02730760766
300	0.02718776016
301	0.02715610105
302	0.02704022418
303	0.02688588777
304	0.02678569283
305	0.02663101035
306	0.02649222315
307	0.02640676006
308	0.02629292484
309	0.02620033003
310	0.02609525514
311	0.02598462385
312	0.02590358834
313	0.02578609624
314	0.02568858683
315	0.02560594452
316	0.02553148128
317	0.02537366545
318	0.02530815533
319	0.02520835166
320	0.02508389596
321	0.02493735672
322	0.02484426927
323	0.02474796655
324	0.02457079311
325	0.02449057185
326	0.02441955122
327	0.02434388239
328	0.02418312134
329	0.02410511281
330	0.02401764316
331	0.02393664081
332	0.02385823984
333	0.02372795209
334	0.02364197723
335	0.02357040892
336	0.02350643744
337	0.02338629944
338	0.02327568619
339	0.02319669542
340	0.02311517265
341	0.02301105156
342	0.02293528035
343	0.022857168
344	0.02274053303
345	0.02266208245
346	0.02259040103
347	0.02250874125
348	0.02243644538
349	0.02236521671
350	0.02228618765
351	0.02225249888
352	0.02216151547
353	0.02208694097
354	0.02201009281
355	0.02194519798
356	0.02182459523
357	0.02174732133
358	0.02164858919
359	0.02155788604
360	0.0214837125
361	0.02131739006
362	0.02121778633
363	0.02115870105
364	0.02110612507
365	0.02100330937
366	0.02093572681
367	0.02087603221
368	0.02081907263
369	0.02074718783
370	0.02064562926
371	0.02055635727
372	0.020503103
373	0.02042281853
374	0.02037118814
375	0.0203159824
376	0.02024350004
377	0.02019543313
378	0.02012077939
379	0.02005395507
380	0.01997785563
381	0.01993617123
382	0.01989452602
383	0.01982966078
384	0.01978307374
385	0.01969517203
386	0.019610349
387	0.01956713736
388	0.01954011435
389	0.019454512
390	0.01938369912
391	0.01932544509
392	0.01927058557
393	0.01919632476
394	0.01911592834
395	0.0190694981
396	0.01900822267
397	0.01894511823
398	0.01888734107
399	0.01882583021
400	0.01875797337
401	0.01872080311
402	0.01867414489
403	0.0186212711
404	0.0185948088
405	0.01856213904
406	0.01852001025
407	0.01846202197
408	0.01840573754
409	0.01836461763
410	0.01831610241
411	0.01826084293
412	0.0182129766
413	0.0181634406
414	0.01810596795
415	0.01806059313
416	0.01800090247
417	0.01795018052
418	0.01790050844
419	0.01784455076
420	0.01781398279
421	0.01777038712
422	0.01771580686
423	0.01767566573
424	0.01762740356
425	0.01755389878
426	0.01751726409
427	0.01745829919
428	0.01742286559
429	0.0173593583
430	0.01729890283
431	0.01724381268
432	0.01717693149
433	0.01714073216
434	0.01708450909
435	0.01705283792
436	0.01701906565
437	0.01696373015
438	0.01692042673
439	0.01686443522
440	0.01682200863
441	0.01678347781
442	0.01675320192
443	0.01672061391
444	0.01670171377
445	0.01666617813
446	0.01662879928
447	0.01657007588
448	0.01653832329
449	0.0165018559
450	0.01645741891
451	0.01641405697
452	0.01637362485
453	0.01632454777
454	0.01628829218
455	0.01623585672
456	0.01620383692
457	0.01617549163
458	0.01610508135
459	0.01606524466
460	0.01602521589
461	0.01598428091
462	0.01595485242
463	0.01590473046
464	0.01585283393
465	0.01577640465
466	0.01573353634
467	0.0157092607
468	0.01566770925
469	0.01563188303
470	0.01557828302
471	0.01555098687
472	0.01552114481
473	0.01548692523
474	0.01546342454
475	0.01542440752
476	0.01537050455
477	0.01533106589
478	0.01527424055
479	0.01521551883
480	0.01514943877
481	0.01511013547
482	0.01506800533
483	0.01503900894
484	0.01501397425
485	0.01497734508
486	0.01493047582
487	0.01490996992
488	0.01487619999
489	0.01482633305
490	0.01478768383
491	0.0147613443
492	0.01474330489
493	0.01471075555
494	0.01468171327
495	0.01465442212
496	0.01462165942
497	0.01459483616
498	0.01457663308
499	0.01453678817
500	0.01450351263
501	0.01444870588
502	0.01441536382
503	0.01438773317
504	0.01434560845
505	0.01428927701
506	0.01425019136
507	0.01418555572
508	0.01414302812
509	0.01411300112
510	0.01407632811
511	0.01405163898
512	0.01401730543
513	0.01397246219
514	0.01393505985
515	0.01389887011
516	0.01386649201
517	0.01384104238
518	0.01381597276
519	0.01378390797
520	0.01375029037
521	0.01372471599
522	0.01367701193
523	0.01364793521
524	0.01362133992
525	0.01359052656
526	0.01356717261
527	0.01353269249
528	0.01350635935
529	0.01347425415
530	0.01345453555
531	0.01341140624
532	0.0133739573
533	0.01335249722
534	0.01332038939
535	0.01328923231
536	0.01326101581
537	0.01324104568
538	0.0132160558
539	0.01320497607
540	0.01316933544
541	0.01312977449
542	0.01310204187
543	0.0130721844
544	0.0130342551
545	0.01299800706
546	0.0129550201
547	0.01292789655
548	0.01291577922
549	0.01288635723
550	0.01284567321
551	0.01282021601
552	0.01279270961
553	0.01277190717
554	0.01273940877
555	0.01271564574
556	0.01269238933
557	0.01266806573
558	0.01264641363
559	0.01263045971
560	0.01259882752
561	0.01257612517
562	0.01254260136
563	0.01252673651
564	0.01248554523
565	0.01246407816
566	0.01243282399
567	0.01239754021
568	0.01237831341
569	0.0123493543
570	0.01232401123
571	0.01229952147
572	0.01226993507
573	0.01223410527
574	0.0122165303
575	0.01221083753
576	0.01218604855
577	0.01216161971
578	0.01213904404
579	0.01212252275
580	0.01209908529
581	0.01207974158
582	0.01205167509
583	0.01203262272
584	0.01200175142
585	0.01197022507
586	0.01194405592
587	0.01192412734
588	0.01190884885
589	0.01188558865
590	0.01185047657
591	0.01182672448
592	0.01179032499
593	0.01177287388
594	0.01175274356
595	0.0117332171
596	0.01171204173
597	0.01168386392
598	0.01165054834
599	0.0116285013
600	0.01160853325
601	0.01158605442
602	0.01157449609
603	0.01154420749
604	0.01153181285
605	0.01151226952
606	0.01148019983
607	0.01145315166
608	0.01142904206
609	0.01141421605
610	0.01139877519
611	0.01137140627
612	0.01134858291
613	0.01132824257
614	0.01130056646
615	0.01127498154
616	0.01125226276
617	0.01123252114
618	0.0112133965
619	0.01119768023
620	0.01117998139
621	0.01116309117
622	0.0111428748
623	0.01112014127
624	0.01109731654
625	0.01107490345
626	0.01105665788
627	0.01103069825
628	0.01101614219
629	0.01099381304
630	0.01096553298
631	0.01094891356
632	0.01092554426
633	0.01090650256
634	0.01087773027
635	0.01086084992
636	0.01084334198
637	0.01082338883
638	0.010802984
639	0.0107807009
640	0.01076261122
641	0.01074395699
642	0.01072684243
643	0.01071210747
644	0.01069058618
645	0.01067186384
646	0.01065633701
647	0.01063369994
648	0.01062308771
649	0.01059225508
650	0.01056365248
651	0.01054515679
652	0.01051877093
653	0.01050193024
654	0.01048299696
655	0.01046446023
656	0.01043716556
657	0.01041680636
658	0.01040473721
659	0.01039085857
660	0.01037480648
661	0.01035708222
662	0.01034504232
663	0.01033078697
664	0.01030785487
665	0.01028977348
666	0.01027734291
667	0.01025765664
668	0.01023698639
669	0.0102157906
670	0.01019912539
671	0.01018754812
672	0.01017576237
673	0.01016288666
674	0.01014220998
675	0.01012861928
676	0.01010828838
677	0.01008846965
678	0.01007789995
679	0.01006589291
680	0.01005207618
681	0.01003432966
682	0.01001094951
683	0.009981889458
684	0.009962166374
685	0.00994456849
686	0.009922436471
687	0.009910027216
688	0.009893268809
689	0.009871494811
690	0.009844596717
691	0.009834078856
692	0.009821581734
693	0.009812217164
694	0.009793194683
695	0.009773856068
696	0.009754402386
697	0.009745336888
698	0.00973087224
699	0.009708977177
700	0.009694487198
701	0.009679546432
702	0.009653760542
703	0.009638902248
704	0.009624279466
705	0.009612228099
706	0.009591933476
707	0.009568367559
708	0.009558602092
709	0.009539561417
710	0.00952896236
711	0.009504268819
712	0.009494885899
713	0.009480747681
714	0.009470198055
715	0.009457652931
716	0.009438122734
717	0.009419362769
718	0.009408282952
719	0.00940076305
720	0.009388247668
721	0.009373641586
722	0.00935192417
723	0.00934320557
724	0.009322807189
725	0.009310280502
726	0.009295771573
727	0.009278763128
728	0.009268889529
729	0.009248709311
730	0.009234559314
731	0.009219739462
732	0.00920272766
733	0.009187566484
734	0.009176057388
735	0.009154839556
736	0.009138372605
737	0.009121408104
738	0.009105524879
739	0.009090118988
740	0.009078777613
741	0.009063267806
742	0.009047002801
743	0.009032229283
744	0.009015902223
745	0.009000526267
746	0.008983886371
747	0.008973887745
748	0.008953118571
749	0.008941371189
750	0.008932457941
751	0.008923416674
752	0.008912148474
753	0.008895968272
754	0.008885034616
755	0.008871029393
756	0.008856952061
757	0.008836168082
758	0.008827614715
759	0.008819333863
760	0.008802536306
761	0.00878731829
762	0.008776874252
763	0.008761685982
764	0.008752556192
765	0.008732367883
766	0.008717988938
767	0.008701054579
768	0.008674296653
769	0.008667304839
770	0.008652712828
771	0.008638220594
772	0.008617822625
773	0.00860357473
774	0.008591488101
775	0.008582768231
776	0.00857176579
777	0.00855975668
778	0.00855115775
779	0.008541059782
780	0.008529199285
781	0.008512295815
782	0.008494685445
783	0.00847421683
784	0.00845867809
785	0.008444242624
786	0.008434858059
787	0.008419309678
788	0.008411186255
789	0.008397757802
790	0.008389348809
791	0.008372227054
792	0.008362626361
793	0.00835180069
794	0.008343274776
795	0.008323287257
796	0.008305671798
797	0.008296511425
798	0.008278777843
799	0.008265923087
800	0.008254820712
801	0.008246578095
802	0.008234086794
803	0.008218104124
804	0.008207541821
805	0.00819572252
806	0.008185212841
807	0.00817412796
808	0.008159506443
809	0.00814980371
810	0.008137973916
811	0.008124354823
812	0.008107581941
813	0.008100163948
814	0.008094701903
815	0.008083927444
816	0.00807634504
817	0.008062709787
818	0.008048270407
819	0.008028698241
820	0.008013869098
821	0.008004095011
822	0.007991421065
823	0.007984811189
824	0.007976989969
825	0.007966903736
826	0.007951335607
827	0.007942497309
828	0.007930842273
829	0.007919778811
830	0.007911210502
831	0.00789834399
832	0.007889720659
833	0.007877677016
834	0.007866586703
835	0.007850370057
836	0.007841252037
837	0.007827287742
838	0.007818774388
839	0.007808997484
840	0.007801513951
841	0.007786818494
842	0.007777812501
843	0.007771331589
844	0.007764676475
845	0.007755438003
846	0.007752486389
847	0.00774171402
848	0.007733633683
849	0.007725429643
850	0.007720209608
851	0.00770718825
852	0.00769704943
853	0.007687487308
854	0.007674102844
855	0.007666386906
856	0.0076602195
857	0.00764881092
858	0.007642555402
859	0.007634519017
860	0.007626670937
861	0.007620493766
862	0.007610186845
863	0.007596307869
864	0.007585422713
865	0.007574975874
866	0.007567942527
867	0.007559242878
868	0.007544650227
869	0.007537191967
870	0.007528254762
871	0.007521730128
872	0.007512355604
873	0.007503366173
874	0.007498557131
875	0.007489856017
876	0.007482335346
877	0.007473597638
878	0.007461399214
879	0.00745081514
880	0.007442373361
881	0.007433655186
882	0.007428186071
883	0.007415664035
884	0.007405313361
885	0.007396414064
886	0.007391303937
887	0.007383702107
888	0.007369016893
889	0.007359751559
890	0.007353277143
891	0.007342398036
892	0.007329177163
893	0.007318642788
894	0.007310911683
895	0.007302620165
896	0.007293689449
897	0.007281840429
898	0.007274380338
899	0.007267758042
900	0.007258225223
901	0.00724619679
902	0.007241121253
903	0.007232937671
904	0.007224100035
905	0.007213771184
906	0.0072079628
907	0.007194824458
908	0.007186906128
909	0.00717177939
910	0.007166041529
911	0.007157370102
912	0.007147467668
913	0.007138061603
914	0.007132062121
915	0.007125345709
916	0.007116022753
917	0.00710584763
918	0.007098878931
919	0.007089595051
920	0.007081356314
921	0.007075447497
922	0.007072279146
923	0.007064272824
924	0.00704449825
925	0.007035029034
926	0.007022854354
927	0.007016133009
928	0.007002864226
929	0.006998089187
930	0.006988416255
931	0.00698241315
932	0.006968531076
933	0.006962340272
934	0.006954025221
935	0.006945369241
936	0.006940338238
937	0.006935389035
938	0.006930370029
939	0.00691805543
940	0.006908123695
941	0.006890157295
942	0.006883244747
943	0.006876892632
944	0.006869231005
945	0.006861748854
946	0.006850846777
947	0.006838014087
948	0.0068283554
949	0.006820632901
950	0.006813718848
951	0.006806275285
952	0.006797172965
953	0.006786825302
954	0.006777248015
955	0.006770292284
956	0.006758578457
957	0.006747043522
958	0.006739577574
959	0.006731808555
960	0.006723975144
961	0.006717867916
962	0.006714438656
963	0.006707729592
964	0.006700644279
965	0.006692334424
966	0.006681317226
967	0.006667477186
968	0.006658901677
969	0.006649758592
970	0.006640281516
971	0.006631522624
972	0.006619037371
973	0.006608806951
974	0.006598979096
975	0.006592070917
976	0.006585124602
977	0.006575654993
978	0.006569940284
979	0.006563923303
980	0.006558668115
981	0.00655382574
982	0.006544486754
983	0.006535609512
984	0.006527840688
985	0.006519696704
986	0.006516321132
987	0.006508643343
988	0.006500857407
989	0.006490075232
990	0.006486312578
991	0.006476866999
992	0.00646871501
993	0.006464720781
994	0.006453609321
995	0.006447874224
996	0.006443294978
997	0.006435007919
998	0.006425659192
999	0.006413779746
